# number of floors, number of elevators, elevator capacity, cost per floor, cost per stop, requests per time slice
10, 4, 8, 3, 10, 47
1, 0, 0
1, 1, 7
1, 0, 0
1, 1, 9
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 1, 9
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 1, 7
1, 1, 8
1, 0, 0
1, 0, 0
1, 1, 9
1, 0, 0
1, 1, 7
1, 1, 10
1, 0, 0
1, 0, 0
1, 0, 0
1, 1, 4
1, 1, 3
2, 0, 0
2, 0, 0
2, 1, 10
2, 0, 0
2, 0, 0
2, 1, 8
2, 1, 10
2, 0, 0
2, 0, 0
2, 1, 6
2, 0, 0
2, 0, 0
2, 1, 5
2, 0, 0
2, 0, 0
2, 1, 2
2, 0, 0
2, 0, 0
2, 0, 0
2, 0, 0
2, 0, 0
2, 0, 0
2, 0, 0
2, 0, 0
2, 0, 0
2, 0, 0
2, 0, 0
2, 0, 0
2, 0, 0
2, 0, 0
2, 0, 0
2, 0, 0
2, 0, 0
2, 1, 4
2, 0, 0
2, 1, 8
2, 0, 0
2, 9, 1
2, 0, 0
2, 1, 5
2, 0, 0
2, 0, 0
2, 8, 1
2, 0, 0
2, 0, 0
2, 0, 0
2, 1, 6
3, 1, 2
3, 0, 0
3, 0, 0
3, 0, 0
3, 0, 0
3, 10, 1
3, 0, 0
3, 0, 0
3, 0, 0
3, 0, 0
3, 0, 0
3, 0, 0
3, 0, 0
3, 1, 2
3, 0, 0
3, 0, 0
3, 0, 0
3, 0, 0
3, 0, 0
3, 0, 0
3, 0, 0
3, 0, 0
3, 1, 5
3, 0, 0
3, 4, 1
3, 0, 0
3, 1, 8
3, 0, 0
3, 0, 0
3, 0, 0
3, 1, 3
3, 0, 0
3, 0, 0
3, 0, 0
3, 2, 1
3, 0, 0
3, 1, 7
3, 1, 9
3, 1, 2
3, 0, 0
3, 0, 0
3, 1, 4
3, 0, 0
3, 0, 0
3, 0, 0
3, 0, 0
3, 1, 6
4, 1, 5
4, 0, 0
4, 0, 0
4, 0, 0
4, 0, 0
4, 1, 10
4, 0, 0
4, 0, 0
4, 0, 0
4, 0, 0
4, 0, 0
4, 0, 0
4, 0, 0
4, 1, 7
4, 0, 0
4, 0, 0
4, 0, 0
4, 0, 0
4, 0, 0
4, 0, 0
4, 0, 0
4, 0, 0
4, 1, 6
4, 0, 0
4, 2, 1
4, 0, 0
4, 1, 10
4, 0, 0
4, 0, 0
4, 0, 0
4, 1, 4
4, 0, 0
4, 0, 0
4, 0, 0
4, 4, 1
4, 0, 0
4, 8, 1
4, 1, 6
4, 1, 8
4, 0, 0
4, 0, 0
4, 1, 8
4, 0, 0
4, 0, 0
4, 0, 0
4, 0, 0
4, 1, 8
5, 1, 2
5, 0, 0
5, 4, 1
5, 1, 8
5, 1, 7
5, 1, 7
5, 0, 0
5, 1, 3
5, 0, 0
5, 0, 0
5, 1, 8
5, 0, 0
5, 8, 1
5, 1, 5
5, 1, 3
5, 0, 0
5, 0, 0
5, 0, 0
5, 0, 0
5, 0, 0
5, 1, 10
5, 0, 0
5, 1, 2
5, 0, 0
5, 0, 0
5, 0, 0
5, 0, 0
5, 1, 3
5, 0, 0
5, 0, 0
5, 0, 0
5, 1, 9
5, 1, 4
5, 1, 9
5, 0, 0
5, 0, 0
5, 6, 1
5, 1, 7
5, 1, 10
5, 1, 2
5, 1, 6
5, 1, 3
5, 0, 0
5, 0, 0
5, 1, 5
5, 0, 0
5, 1, 2
6, 1, 2
6, 7, 5
6, 0, 0
6, 1, 3
6, 0, 0
6, 0, 0
6, 3, 10
6, 1, 6
6, 1, 9
6, 0, 0
6, 0, 0
6, 1, 8
6, 1, 4
6, 0, 0
6, 0, 0
6, 1, 2
6, 1, 9
6, 7, 1
6, 1, 3
6, 1, 7
6, 0, 0
6, 1, 9
6, 1, 7
6, 0, 0
6, 1, 4
6, 0, 0
6, 1, 2
6, 0, 0
6, 1, 3
6, 10, 1
6, 1, 6
6, 9, 1
6, 0, 0
6, 0, 0
6, 0, 0
6, 0, 0
6, 0, 0
6, 1, 4
6, 5, 1
6, 1, 6
6, 1, 4
6, 0, 0
6, 0, 0
6, 1, 4
6, 0, 0
6, 0, 0
6, 1, 8
7, 8, 1
7, 1, 9
7, 0, 0
7, 4, 6
7, 0, 0
7, 0, 0
7, 1, 5
7, 1, 4
7, 1, 2
7, 0, 0
7, 0, 0
7, 1, 5
7, 1, 9
7, 0, 0
7, 0, 0
7, 1, 3
7, 4, 1
7, 1, 5
7, 1, 3
7, 1, 3
7, 0, 0
7, 1, 2
7, 1, 4
7, 0, 0
7, 1, 7
7, 0, 0
7, 1, 5
7, 0, 0
7, 1, 5
7, 1, 5
7, 1, 6
7, 1, 8
7, 0, 0
7, 0, 0
7, 0, 0
7, 0, 0
7, 0, 0
7, 1, 6
7, 3, 4
7, 2, 1
7, 7, 1
7, 0, 0
7, 0, 0
7, 1, 8
7, 0, 0
7, 0, 0
7, 1, 8
8, 0, 0
8, 0, 0
8, 0, 0
8, 0, 0
8, 0, 0
8, 5, 1
8, 1, 4
8, 0, 0
8, 1, 3
8, 5, 2
8, 0, 0
8, 0, 0
8, 0, 0
8, 0, 0
8, 1, 5
8, 1, 5
8, 2, 1
8, 4, 1
8, 0, 0
8, 0, 0
8, 0, 0
8, 1, 6
8, 0, 0
8, 0, 0
8, 9, 10
8, 1, 4
8, 0, 0
8, 0, 0
8, 0, 0
8, 5, 1
8, 0, 0
8, 0, 0
8, 0, 0
8, 0, 0
8, 0, 0
8, 0, 0
8, 0, 0
8, 1, 9
8, 0, 0
8, 9, 1
8, 1, 4
8, 0, 0
8, 1, 3
8, 0, 0
8, 5, 4
8, 0, 0
8, 1, 9
9, 0, 0
9, 0, 0
9, 0, 0
9, 0, 0
9, 0, 0
9, 1, 6
9, 1, 8
9, 0, 0
9, 1, 5
9, 1, 5
9, 0, 0
9, 0, 0
9, 0, 0
9, 0, 0
9, 3, 4
9, 1, 9
9, 1, 5
9, 5, 6
9, 0, 0
9, 0, 0
